Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
Halloween: The Curse of Michael Myers,10987,"[27, 53]",7.336308,9/29/1995,FALSE,en,187,5,88,5000000,15116634
Breasts: A Documentary,41858,[99],1.101889,1/1/1996,FALSE,en,2,6,50,0,0
Princess of the Nile,200386,"[10749, 12, 14]",1.237219,7/1/1954,FALSE,en,1,6,71,0,0
Admissions,73452,[18],1.328045,10/16/2004,FALSE,en,1,6,84,0,0
The Killing Yard,367329,"[10770, 18]",1.073094,9/23/2001,FALSE,en,0,0,110,0,0
Running on Empty,18197,[18],5.019264,9/7/1988,FALSE,en,64,7.5,116,0,2835116
Cherry,47320,"[35, 18, 10749]",3.121217,10/1/2011,FALSE,en,34,6.5,99,0,0
Toy Soldiers,10750,"[28, 12, 53]",8.747743,4/24/1991,FALSE,en,97,6.2,112,0,15073942
Out 1,94528,[18],1.689123,10/9/1971,FALSE,fr,10,7.3,743,0,0
Evelyn: The Cutest Evil Dead Girl,114835,[],1.075911,9/10/2002,FALSE,en,1,8,8,0,0
The Mikado,68201,"[35, 10402, 10749]",1.630547,5/1/1939,FALSE,en,7,7.4,90,0,0
Like Grains of Sand,26896,[18],1.838739,12/16/1995,FALSE,ja,3,8.3,129,0,0
Bandit Queen,14785,"[18, 10769]",1.964267,9/9/1994,FALSE,en,12,7.2,119,0,399
Camille,43874,"[18, 10749]",6.262444,12/12/1936,FALSE,en,29,6.8,109,0,0
Throw Momma from the Train,11896,"[80, 35]",6.110689,12/11/1987,FALSE,en,152,6,88,14000000,57915972
Fuckland,251504,[18],1.10893,9/20/2000,FALSE,es,1,5,84,0,0
Erkan & Stefan,9601,[35],2.350471,4/20/2000,FALSE,de,19,4.1,83,0,0
Two Soldiers,201840,"[18, 10749, 35, 10752]",2.475092,6/6/1943,FALSE,ru,2,7.5,80,0,0
Robin Hood: Men in Tights,8005,[35],9.870431,7/28/1993,FALSE,en,614,6.4,104,20000000,35739755
The Cell,8843,"[27, 878, 53]",9.76131,8/17/2000,FALSE,en,466,6,107,33000000,104155843
Hail the Judge,55156,[35],2.34073,1/1/1994,FALSE,cn,12,7.4,106,0,0
The Secret Laughter of Women,188706,"[35, 18, 10749]",1.981637,11/26/1999,FALSE,en,2,5.8,99,0,0
My Father the Hero,10486,"[35, 10751, 10749]",3.782632,2/4/1994,FALSE,en,40,5.1,90,0,0
Foreign Land,478091,"[18, 99]",2.053112,10/10/2017,FALSE,en,0,0,75,0,0
Beyond the Clouds,440792,[],1.477188,2/10/2017,FALSE,en,0,0,0,0,0
Intruder in the Dust,80572,[18],1.460408,11/22/1949,FALSE,en,5,7.8,87,0,0
Nemesis Game,45877,"[9648, 53]",2.196729,1/1/2003,FALSE,en,15,4.8,92,0,0
When Michael Calls,90391,"[27, 53, 10770]",1.501405,2/5/1972,FALSE,en,5,5,73,0,0
The Scarlet Coat,208434,"[12, 18]",1.804119,7/28/1955,FALSE,en,2,6,101,0,0
Dead Silent,111014,[53],1.619633,1/1/1999,FALSE,en,4,4.1,95,0,0
Carmen,111322,"[35, 18, 10749]",2.031371,1/1/1985,FALSE,es,3,5,18,0,0
Night of the Demons,24924,[27],5.921193,10/14/1988,FALSE,en,76,6.2,90,1200000,3109904
Dirty Dancing,444902,"[10402, 18, 10749, 10770]",12.692461,5/24/2017,FALSE,en,76,5.2,130,0,0
Inferno,207932,"[9648, 53]",14.414847,10/13/2016,FALSE,en,2493,5.7,121,75000000,220021259
French Cancan,45213,"[10749, 35, 18]",2.066608,12/27/1954,FALSE,fr,13,6.3,102,0,0
My Mother Frank,160832,"[35, 18, 10749]",1.764602,8/16/2000,FALSE,en,0,0,95,0,0
Angels of the Universe,20152,[18],2.499205,1/1/2000,FALSE,is,11,6.9,100,0,0
The Moving True Story of a Woman Ahead of Her Time,203641,[],1.046342,9/5/2001,FALSE,en,1,5,110,0,0
And One Was Beautiful,180135,"[10749, 18]",1.103979,4/5/1940,FALSE,en,2,6,70,0,0
Atomic Tabasco,253953,[],1.210459,1/5/1999,FALSE,en,1,10,10,0,0
Help!,14831,"[35, 10402]",5.272365,7/29/1965,FALSE,en,89,6.4,92,1500000,0
A Day in the Death of Joe Egg,106618,[],1.477368,1/1/1972,FALSE,en,5,5.6,106,0,0
Beauty in Trouble,140722,"[35, 18]",1.080721,9/6/2006,FALSE,cs,1,7,110,0,0
Blurred,426297,[],1.021353,7/16/2015,FALSE,en,0,0,15,0,0
Sweet Temptation,117274,[18],1.640367,3/6/1996,FALSE,en,2,5.8,0,0,0
The Book of Life,228326,"[10749, 16, 12, 35, 10751, 14]",7.202456,10/1/2014,FALSE,en,814,7.3,95,50000000,97437106
Andaz Apna Apna,58128,"[35, 18, 10749]",4.702885,4/11/1994,FALSE,hi,58,7.7,160,0,0
Teen Devian,276855,"[10749, 10402]",1.0025,1/1/1965,FALSE,en,0,0,123,0,0
The Battle of Britain,46608,"[99, 36, 10752]",1.256572,9/19/2010,FALSE,en,3,5.8,90,0,0
Minnie and Moskowitz,24349,"[18, 10749, 35]",3.120826,12/22/1971,FALSE,en,20,6.5,115,0,0
"Daniel Boone, Trail Blazer",68082,"[18, 28, 37]",1.444562,10/5/1956,FALSE,en,3,3.7,74,0,0
Death Match,145923,[],1.737308,10/26/1994,FALSE,en,3,4.8,94,0,0
Sister Helen,125953,[99],1.079794,3/4/2002,FALSE,en,2,7,90,0,0
Armored,4597,"[28, 80, 18, 53]",7.238112,12/4/2009,FALSE,en,222,5.5,88,20000000,22942221
That Cold Day in the Park,66488,[18],1.308973,6/8/1969,FALSE,en,8,6.6,113,500000,0
Playmaker,404557,[],1.072188,5/14/1994,FALSE,en,2,6.5,91,0,0
Damaged Lives,140581,[18],1.377743,9/15/1933,FALSE,en,2,3.5,61,10000,1800000
Charlie Wilson's War,6538,"[35, 18, 36]",6.498904,12/19/2007,FALSE,en,367,6.5,102,75000000,119000410
The Muppet Movie,11176,"[10402, 12, 35, 10751]",6.808445,5/31/1979,FALSE,en,175,7,97,0,76657000
Labyrinth of Passion,8219,[35],2.825378,9/29/1982,FALSE,es,28,6.4,100,0,0
Sharky's Machine,14664,"[80, 18, 28, 53]",4.225409,12/18/1981,FALSE,en,32,6.1,122,0,35610100
Zombie Gang Bangers,318582,[27],1.33014,1/1/1997,FALSE,en,1,3,85,0,0
"Hamlet, Prince of Denmark",48209,"[14, 18]",1.072563,1/1/1961,FALSE,en,1,3,152,0,0
Time Under Fire,114322,"[878, 28]",2.217409,11/12/1997,FALSE,en,0,0,82,0,0
In the Line of Fire,9386,"[28, 18, 53, 80, 9648]",8.676696,7/8/1993,FALSE,en,414,6.8,128,40000000,176997168
H.O.T.S.,59181,[35],1.942145,5/1/1979,FALSE,en,10,4.8,98,0,0
The Milkwoman,374653,[],1.01255,7/2/2005,FALSE,ja,0,0,127,0,0
The Scoundrel,37089,[18],1.4,4/30/1935,FALSE,en,3,5.8,76,0,0
Christmas in Connecticut,13669,"[35, 10749]",3.432851,12/17/1945,FALSE,en,37,7.1,102,0,0
Formula for a Murder,85005,"[53, 27]",1.461079,8/10/1985,FALSE,it,1,5.5,96,0,0
The End of Suburbia: Oil Depletion and the Collapse of the American Dream,19112,[99],1.456639,5/5/2004,FALSE,en,9,7.3,78,0,0
The D.I.,23525,[18],1.198588,5/30/1957,FALSE,en,5,6.7,106,0,0
Out to Sea,18080,"[35, 10749]",5.999145,7/2/1997,FALSE,en,21,5.7,106,0,0
Hoot,18276,"[18, 10751]",4.820621,5/5/2006,FALSE,en,47,5.6,91,0,0
Swirl,304447,[],1.019765,6/12/2014,FALSE,en,0,0,45,0,0
Angora Love,50855,[35],1.192677,12/14/1929,FALSE,en,5,6.6,21,0,0
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),53079,"[99, 10402]",1.776502,10/26/2010,FALSE,en,12,7.6,116,0,28200
Steamboat Willie,53565,"[10402, 16]",6.031557,11/18/1928,FALSE,en,88,7.3,8,4986,0
The Bachelor Father,229005,"[35, 18, 10749]",1.820005,1/10/1931,FALSE,en,1,8,90,0,0
Death Bed: The Bed That Eats,45795,"[27, 35]",1.973777,1/1/1977,FALSE,en,18,5.1,77,0,0
My Dinner with Jimi,62361,[18],1.00464,2/16/2003,FALSE,en,0,0,90,0,0
Sailor Moon Super S: Ami's First Love,315945,"[14, 16]",1.210269,12/23/1995,FALSE,en,3,6,16,0,0
Silencing Mary,261108,[18],1.633811,3/18/1998,FALSE,es,0,0,120,0,0
The Apartment,284,"[35, 18, 10749]",10.134602,6/15/1960,FALSE,en,539,8.1,125,3000000,25000000
Saboteur,31997,"[53, 10752]",6.465479,4/24/1942,FALSE,en,96,6.8,108,0,0
A Soap,15845,"[18, 10749]",1.612256,4/7/2006,FALSE,da,5,4.6,105,0,0
Inglourious Basterds,16869,"[18, 28, 53, 10752]",24.750946,8/18/2009,FALSE,en,7059,7.9,153,70000000,319131050
Bonjour Monsieur Shlomi,78344,"[35, 18]",1.363902,4/3/2003,FALSE,en,5,7.2,94,0,0
Does This Mean We're Married?,337047,"[10749, 35]",1.074711,1/29/1992,FALSE,fr,1,6,0,0,0
Death Wish 3,24873,"[28, 80, 18, 53]",6.358443,11/1/1985,FALSE,en,72,6.1,92,9000000,16945171
Ernest Goes to Africa,34600,"[35, 10751]",1.547058,1/1/1997,FALSE,en,10,3.4,90,0,0
We Dive at Dawn,43519,[10752],2.251434,1/1/1943,FALSE,en,10,5.7,98,0,0
Shadowlands,10445,"[18, 10749]",4.553686,12/25/1993,FALSE,en,63,6.8,131,22000000,0
Watchers,33172,"[28, 27, 878, 53]",3.036853,12/2/1988,FALSE,en,25,5.1,91,0,0
The Hole,45650,"[53, 12, 14]",6.844134,9/9/2009,FALSE,en,262,5.6,92,0,0
Pola X,35717,"[18, 10749]",2.959948,5/12/1999,FALSE,fr,15,5.9,134,0,0
Ring of Darkness,28684,[27],1.589548,2/28/2004,FALSE,en,2,5.5,85,750000,0
Second String,55734,"[10770, 35, 18]",1.082285,12/18/2002,FALSE,en,1,7,100,0,0
Hari Om,479325,[],1.002494,10/3/2004,FALSE,en,0,0,0,0,0
Split,381288,"[27, 53]",24.601236,11/15/2016,FALSE,en,5015,7,117,9000000,278304578
Tomorrow Is Another Day,29467,[80],1.299775,9/22/1951,FALSE,en,6,5.8,90,0,0
Men in Black,607,"[28, 12, 35, 878]",14.091796,7/2/1997,FALSE,en,4835,6.9,98,90000000,589390539
The Saint Takes Over,54756,"[80, 9648]",1.472823,6/7/1940,FALSE,en,4,6.1,69,0,0
The Bothersome Man,13318,"[35, 18, 14]",4.929821,5/26/2006,FALSE,no,69,6.9,90,0,0
The Wedding Director,24185,"[18, 10769]",1.757618,4/21/2006,FALSE,en,9,5.8,97,0,0
Black Water,14138,"[12, 18, 27]",6.780503,6/1/2007,FALSE,en,69,5.9,90,700,0
"Hook, Line and Stinker",146648,"[16, 35]",1.003069,10/11/1958,FALSE,en,0,0,6,0,0
Forever Strong,31451,[18],4.337867,9/26/2008,FALSE,en,63,7,112,0,0
Almost Summer,220985,[],1.0084,9/22/1978,FALSE,en,0,0,88,0,0
The Railway Children,31920,"[18, 10751]",1.861705,1/1/2000,FALSE,en,6,7.4,103,0,0
Boogie Nights,4995,[18],7.997701,9/11/1997,FALSE,en,865,7.5,155,15000000,43101594
The Couch Trip,23752,[35],4.523487,1/15/1988,FALSE,en,28,5.3,97,0,0
Box-Office Bunny,197749,[],1.069934,5/27/1990,FALSE,en,1,7,4,0,0
Batman Returns,364,"[28, 14]",8.945291,6/19/1992,FALSE,en,1845,6.7,126,80000000,280000000
More,36107,"[16, 878]",3.074097,1/1/1998,FALSE,xx,50,7.9,6,0,0
Keep Cool,37909,[35],1.290208,5/16/1997,FALSE,zh,7,7.6,93,0,0
Princess Raccoon,37711,"[14, 18, 35]",1.838199,5/28/2005,FALSE,ja,6,5.1,111,0,0
Modern Love,13737,"[35, 10749]",1.217266,3/10/2008,FALSE,en,4,4.9,100,0,0
Petticoat Fever,146147,"[35, 10749]",1.432831,3/20/1936,FALSE,en,1,6,81,0,0
Bled,22530,[27],1.770251,1/1/2008,FALSE,en,4,3.8,95,0,0
Tycus,2096,"[28, 12, 878]",2.207052,1/1/1998,FALSE,en,2,4,94,0,0
Symbiopsychotaxiplasm: Take One,44783,[99],1.764164,10/28/1968,FALSE,en,6,7.8,75,0,0
The Mascot,67654,"[14, 16]",1.644353,1/1/1933,FALSE,fr,13,7.3,26,0,0
The Circle,339988,"[18, 53, 878]",57.596217,4/27/2017,FALSE,en,1232,5.4,110,18000000,20497844
Subconscious Cruelty,36224,"[27, 80, 18]",2.523974,10/12/2000,FALSE,en,19,5.8,92,100,0
Four Shades of Brown,25283,"[35, 18]",2.42438,1/25/2004,FALSE,en,10,5.8,192,0,0
Porgy and Bess,1940,"[10402, 18, 10749]",2.299547,6/24/1959,FALSE,en,6,5.7,138,7000000,0
Posse,36233,"[28, 12, 37]",2.776205,5/14/1993,FALSE,en,25,5.3,111,0,0
The Year of the Hare,39008,"[35, 18]",2.589704,12/23/1977,FALSE,fi,4,7.4,129,0,0
The Sea Inside,1913,[18],10.408162,9/3/2004,FALSE,es,241,7.3,125,12806000,38535221
Conrack,30702,[18],2.913209,3/27/1974,FALSE,en,14,7,106,0,0
"Goodbye, Mr. Chips",42852,"[18, 10749]",3.279638,7/28/1939,FALSE,en,30,7.2,114,0,0
Finisterre,182991,[99],1.003294,5/22/2003,FALSE,en,0,0,57,0,0
Seizing Me,157436,[],1.005825,11/28/2003,FALSE,en,0,0,92,0,0
Fierce People,19583,[18],4.052734,1/1/2005,FALSE,en,36,6,112,0,0
The Women,13972,"[35, 18, 10749]",6.903459,9/12/2008,FALSE,en,103,4.6,114,16000000,50007546
Sea of Dust,114178,"[14, 35, 27]",1.086239,10/7/2008,FALSE,en,1,2,0,0,0
Color Me Barbra,378285,[],1.001177,3/29/1966,FALSE,en,0,0,0,0,0
The United States of Leland,13573,"[80, 18]",6.487051,1/18/2003,FALSE,en,98,6.5,108,0,343816
Little Dieter Needs to Fly,57976,[99],2.752928,12/1/1997,FALSE,en,27,7.9,80,0,0
Ghilli,63647,"[28, 12, 35, 10751, 10749]",2.334419,4/14/2004,FALSE,ta,16,6.6,160,0,0
The Rain People,59231,[18],1.934862,8/27/1969,FALSE,en,11,5.7,101,0,0
D.O.A.,9748,"[9648, 53]",7.012199,3/18/1988,FALSE,en,39,5.9,96,0,12706478
Ed Gein: The Butcher of Plainfield,29797,"[80, 18, 27, 9648]",2.068523,3/6/2007,FALSE,en,14,3.1,90,1500000,0
The Matrix Revisited,14543,[99],5.729949,11/19/2001,FALSE,en,73,6.7,123,0,0
Utopia,66098,[18],1.9121,3/21/2003,FALSE,it,2,5.8,106,0,0
Ab Tak Chhappan,16566,"[80, 18]",2.085283,2/27/2004,FALSE,hi,7,6.4,0,0,0
Random Hearts,12618,"[18, 10749]",5.246651,10/8/1999,FALSE,en,67,5.2,133,64000000,74608570
Starcrossed,44279,[18],1.956753,1/1/2005,FALSE,en,11,6.5,15,0,0
2001: A Space Odyssey,62,"[878, 9648, 12]",16.42756,4/10/1968,FALSE,en,3348,7.9,149,10500000,68700000
Isn't It Shocking?,219386,"[18, 9648, 10770]",1.624212,10/2/1973,FALSE,en,3,4.8,73,0,0
Darling Lili,42586,"[18, 35, 53, 10402, 10749]",2.083606,6/24/1970,FALSE,en,8,4.9,107,0,0
Susie Q,46227,"[35, 18, 10751, 9648, 10770]",2.300807,9/30/1996,FALSE,en,9,4.6,83,0,0
The Shipment,143184,[],1.002759,10/1/2001,FALSE,en,0,0,92,0,0
Wasted,16060,[18],1.952252,1/1/2006,FALSE,en,2,4,96,0,0
Unconditional Love,37922,"[18, 35, 53]",2.311288,8/23/2002,FALSE,en,19,6.6,124,0,0
I Am a Camera,83119,[18],1.249484,7/21/1955,FALSE,en,4,5.5,98,0,0
Lost Boys of Sudan,59196,[99],1.124119,4/24/2003,FALSE,en,3,7.7,87,0,0
Recovery,421848,"[27, 53]",7.98915,10/27/2016,FALSE,en,24,4.6,82,0,0
Bwana Devil,43966,"[28, 18]",1.350971,8/22/1952,FALSE,en,1,5.5,79,0,0
Down Periscope,9101,[35],6.418433,3/1/1996,FALSE,en,112,5.7,92,0,0
The Reader,8055,"[18, 10749]",9.833574,12/10/2008,FALSE,en,904,7.3,124,32000000,113019290
Wise Girl,158811,[35],1.331609,12/31/1937,FALSE,en,1,6,70,0,0
Jaani Dushman: Ek Anokhi Kahani,159436,[],1.203251,8/16/2002,FALSE,hi,4,4.8,179,0,0
Michael,2928,"[35, 18, 14]",7.907148,12/25/1996,FALSE,en,186,5.5,105,0,119718203
House of Dracula,30793,"[27, 878]",3.232538,12/6/1945,FALSE,en,21,6,67,0,0
The House I Live In,84284,[99],3.126252,10/5/2012,FALSE,en,35,7.5,110,0,0
Hidden in Silence,255353,[18],1.172672,3/6/1996,FALSE,en,3,4.3,90,0,0
The Fifth Missile,147456,"[10770, 18, 53]",1.000413,2/23/1986,FALSE,en,0,0,0,0,0
Chance of a Lifetime,152395,[],1.157602,3/29/1998,FALSE,en,1,6,90,0,0
Angels & Demons,13448,"[53, 9648]",13.121823,5/13/2009,FALSE,en,2399,6.5,138,150000000,356613439
House Calls,36361,"[35, 10749]",1.755562,3/15/1978,FALSE,en,5,7.6,98,0,28460702
Zarkorr! The Invader,106070,[878],1.050462,4/30/1996,FALSE,en,1,5,80,0,0
Sword in the Moon,13512,"[28, 12, 18]",3.153128,7/16/2003,FALSE,ko,13,5.2,100,0,0
Big Bullet,89433,"[28, 80]",1.241017,6/25/1996,FALSE,cn,3,7.3,87,0,0
Carne,1568,"[18, 53]",2.576146,5/1/1991,FALSE,fr,35,7,38,0,0
Black Eye,88390,"[28, 80]",1.330048,5/17/1974,FALSE,en,1,7,98,0,0
Ernest Goes to Jail,18943,"[35, 10751]",3.197229,4/6/1990,FALSE,en,34,5.1,81,0,0
2069: A Sex Odyssey,90787,"[35, 878]",1.809642,8/23/1974,FALSE,de,5,3.3,73,0,0
Just Between Friends,81824,"[18, 10749]",1.145096,3/21/1986,FALSE,en,2,2.5,110,0,0
Satan's Whip,55083,[27],1.041157,3/8/2008,FALSE,en,1,1,94,0,0
Ray,1677,"[18, 10402]",7.299801,10/29/2004,FALSE,en,524,7.2,152,40000000,124731534
Cactus Flower,28289,"[35, 10749]",3.914469,12/16/1969,FALSE,en,46,7,103,0,0
Four Jacks,88078,"[53, 10769]",1.001372,8/7/2001,FALSE,en,0,0,79,0,0
Tommy Boy,11381,[35],7.290292,3/31/1995,FALSE,en,332,6.7,97,0,32648673
Rainbow Brite and the Star Stealer,47296,"[16, 10751, 878]",1.803031,11/15/1985,FALSE,en,4,4.5,85,0,0
Mandinga,91473,"[12, 18]",1.865311,9/9/1976,FALSE,it,3,4.8,88,0,0
Bon voyage,14652,"[35, 18]",3.675938,4/16/2003,FALSE,fr,20,5.7,114,0,0
My Young Auntie,71518,"[28, 35, 10769]",1.336242,1/1/1981,FALSE,zh,7,6,121,0,0
Death Promise,85780,[28],1.141493,8/1/1977,FALSE,en,4,7.5,95,0,0
What Alice Found,96393,[18],1.229081,1/25/2003,FALSE,en,4,6.1,96,0,0
The Seven-Ups,32080,"[28, 53, 18, 80]",3.587159,1/1/1973,FALSE,en,35,6.4,103,0,0
The Stranger Beside Me,107729,"[53, 10770]",2.372906,9/17/1995,FALSE,de,4,4.4,92,0,0
Monster in a Box,34328,"[35, 18]",1.141324,5/15/1992,FALSE,en,4,4.8,87,0,311245
They Died with Their Boots On,17382,"[18, 10749, 10752, 37]",3.445203,11/1/1941,FALSE,en,22,6.3,140,0,0
Spanish Judges,141319,"[80, 18]",1.910192,10/16/2000,FALSE,en,2,5.5,94,3500000,0
Interference,391219,[],1.15,1/1/1983,FALSE,en,0,0,89,0,0
American Movie,14242,[99],6.706275,11/5/1999,FALSE,en,64,7.8,107,0,0
Chasing the Dragon,449927,"[28, 80]",3.150774,9/28/2017,FALSE,cn,3,7,128,0,0
August Days,125668,[],1.005048,8/4/2006,FALSE,en,0,0,93,0,0
The Atomic City,86769,"[18, 53]",1.282108,5/1/1952,FALSE,en,4,5.1,85,0,0
C.H.O.M.P.S.,77593,"[10751, 35, 878]",1.67893,12/21/1979,FALSE,en,3,3.5,89,0,0
Are You in the House Alone?,55300,"[18, 9648, 53, 27]",1.837428,9/20/1978,FALSE,en,4,5,96,0,0
The Disappearance of Vonnie,371679,[18],1.003534,9/27/1994,FALSE,en,0,0,91,0,0
Signs of Life,76476,[18],1.094056,1/1/1989,FALSE,en,1,1,90,0,0
Aria,25832,"[35, 18, 10402]",3.260756,5/27/1987,FALSE,en,12,6.2,90,0,0
Broken Promise,401392,"[10770, 53]",3.124263,2/13/2016,FALSE,en,4,6.3,0,0,0
Annabelle Serpentine Dance,144410,[99],2.150633,1895-04-01,FALSE,,22,5.8,1,0,0
Jack Frost 2: Revenge of the Mutant Killer Snowman,27320,[27],2.556026,1/1/2000,FALSE,en,17,4.7,91,0,0
To the Ends of Time,289378,[14],1.270495,10/21/1996,FALSE,en,3,6,0,2000000,0
The Stabilizer,81468,[28],1.125232,7/4/1986,FALSE,en,3,5.3,87,0,0
Art for Teachers of Children,124602,"[10749, 18]",1.001184,8/2/1995,FALSE,en,0,0,82,0,0
...And the Earth Did Not Swallow Him,274544,[18],1.054331,5/5/1995,FALSE,en,1,6,99,0,0
Dickson Experimental Sound Film,104396,[],1.963889,1894-08-31,FALSE,en,20,6.7,1,0,0
Battleship Potemkin,643,"[18, 36]",8.934199,12/24/1925,FALSE,ru,233,7.5,75,0,45100
Wirey Spindell,97805,[],1.076494,1/21/2000,FALSE,en,2,5.5,0,0,0
Distant,215636,[],1.029095,8/14/2013,FALSE,en,0,0,88,0,0
The Little Hut,138699,"[35, 10749]",1.218435,5/3/1957,FALSE,en,2,10,90,0,0
Shame,76025,[18],10.38798,10/2/2011,FALSE,en,961,7,100,6500000,17693675
Catch That Girl,48761,"[28, 10751]",2.349722,1/25/2002,FALSE,da,5,4.6,90,2600000,0
One Night at McCool's,2144,"[28, 35, 80]",7.825741,4/19/2001,FALSE,en,98,5.8,93,0,0
Thursday,9812,"[18, 28, 80, 53]",7.020774,9/25/1998,FALSE,en,90,7,84,0,0
Enigma,10491,"[9648, 18, 53, 10749, 10752]",5.335726,1/22/2001,FALSE,en,81,6.1,119,0,15705007
One True Thing,53113,"[18, 10749]",4.959373,9/18/1998,FALSE,en,27,6.2,127,0,0
Beach Babes from Beyond,29795,"[878, 35]",1.672379,12/16/1993,FALSE,en,3,3.7,75,300000,0
Crackerjack,14672,[35],1.992198,7/11/2002,FALSE,en,3,7.3,92,0,0
Hollywood Cavalcade,51386,"[35, 18, 36]",1.085532,10/13/1939,FALSE,en,1,6.5,97,2000000,0
Scratch,15828,[18],1.85827,12/25/2003,FALSE,da,3,5,85,0,0
King of the Underworld,27966,"[10749, 80, 18]",2.000742,1/14/1939,FALSE,en,6,6.3,67,0,0
Sorted,34056,"[18, 9648, 53]",2.500675,10/6/2000,FALSE,en,3,5.7,102,0,0
Crack House,50295,"[28, 18]",1.310375,11/10/1989,FALSE,en,0,0,90,0,0
The Buddy Holly Story,24153,[18],3.076982,5/18/1978,FALSE,en,33,7.5,113,1200000,14363400
Nazarin,35124,[18],2.379973,5/11/1959,FALSE,es,25,7.5,94,0,0
Swindled,53750,"[80, 18, 10751, 10769, 53]",1.864573,7/9/2004,FALSE,en,8,6.1,110,0,0
Ground Zero,159627,"[18, 28]",1.739884,5/12/2000,FALSE,en,3,2.5,92,0,0
The Curse of the Were-Rabbit,533,"[12, 16, 35, 10751]",10.845361,9/4/2005,FALSE,en,705,6.8,85,30000000,192452832
The Beloved Rogue,120829,"[18, 28, 12, 36]",1.407842,3/12/1927,FALSE,en,1,8,99,0,0
Take Away,16058,"[35, 10751]",1.870974,8/14/2003,FALSE,en,3,5.2,88,0,0
The Tempest,44638,"[18, 14]",2.903024,12/10/2010,FALSE,en,31,6,110,20000000,346594
The Butcher Boy,22797,"[35, 18]",4.289223,7/13/1997,FALSE,en,38,6.7,110,0,0
Murder in the Music Hall,120427,"[80, 10402, 9648]",1.510709,4/10/1946,FALSE,en,2,3.8,84,0,0
Fame,28665,"[10402, 35, 18, 10749]",6.91629,1/1/2009,FALSE,en,149,5.5,107,0,0
Saratoga Trunk,46563,"[18, 10749]",1.890476,11/21/1945,FALSE,en,6,4.4,135,1750000,0
Rough Sea at Dover,178995,[99],1.5679,1896-01-14,FALSE,,7,6,1,0,0
Edge of the City,35129,[18],1.385962,8/2/1957,FALSE,en,10,6.7,85,0,0
Dolemite,19174,"[28, 35, 80]",3.091307,4/26/1975,FALSE,en,19,5.7,90,0,0
See How They Fall,64347,"[18, 53, 10769]",1.471401,8/31/1994,FALSE,fr,6,6,90,0,0
Virtual Sexuality,5248,[35],1.899841,7/2/1999,FALSE,en,9,5.6,92,0,0
Red Dust,13542,[18],2.77255,1/1/2004,FALSE,en,10,6.4,110,0,0
Fires on the Plain,283710,"[18, 36]",2.965848,8/30/2014,FALSE,ja,6,5,87,0,0
"Beware, My Lovely",43191,"[18, 80]",2.397045,8/7/1952,FALSE,en,8,5,77,0,0
Nurse Betty,10480,"[35, 80, 53]",8.590286,9/8/2000,FALSE,en,115,5.9,108,24000000,0
Acolytes,18557,"[80, 9648, 53, 27]",2.541266,9/20/2008,FALSE,en,18,5.5,91,0,0
Grasshopper,318327,[18],1.217952,10/9/2006,FALSE,it,3,5.7,20,0,0
Broken Harvest,281559,[],1.25,,FALSE,en,0,0,0,0,0
Shoulder Arms,53423,"[35, 10752]",2.85782,8/20/1918,FALSE,en,29,6.7,45,0,0
"Now You See Him, Now You Don't",24236,"[35, 10751]",6.000702,7/12/1972,FALSE,en,23,7.1,88,0,0
Okul,54671,[],1.752663,1/9/2004,FALSE,en,5,6.4,100,0,0
Kenneth Williams: Fantabulosa!,39307,"[35, 18]",1.257809,3/16/2006,FALSE,en,5,5.6,79,0,0
Rififi,934,"[18, 28, 80]",6.102953,4/13/1955,FALSE,fr,102,7.7,122,0,460226
The Restless Ones,86943,[18],1.118735,12/2/1965,FALSE,en,1,2.5,103,0,0
City Streets,29745,"[10749, 80, 18]",2.222133,4/18/1931,FALSE,en,11,6.3,83,0,0
The Woman in White,37300,"[18, 9648, 10749, 53]",1.789088,5/15/1948,FALSE,en,6,5.1,109,0,0
At the Earth's Core,26398,"[12, 14, 878]",4.551197,7/1/1976,FALSE,en,37,5.4,90,0,0
A Trip to Mars,113194,"[14, 12]",1.369181,2/18/1910,FALSE,en,5,6.8,5,0,0
Opera,20115,"[53, 27, 9648]",5.620949,12/19/1987,FALSE,it,83,6.6,107,8000000,0
Two Hands,13428,"[35, 80, 53]",4.452317,7/29/1999,FALSE,en,50,6.5,103,0,0
The Desperadoes,59882,"[35, 10749, 37]",1.720656,5/25/1943,FALSE,en,6,4.8,87,0,0
Regular Lovers,45126,"[18, 10749]",2.081767,9/14/2005,FALSE,fr,10,7.4,183,0,0
Frozen Land,18279,[18],4.572758,1/14/2005,FALSE,fi,19,7.1,127,2000000,0
Son in Law,13203,"[35, 18, 10749]",6.381064,7/2/1993,FALSE,en,83,5.6,95,0,36448200
The Biggest Heroes,49302,"[35, 18]",1.977183,11/8/1996,FALSE,da,5,6.7,90,0,0
Best in Show,13785,[35],6.217997,9/19/2000,FALSE,en,173,6.7,90,0,0
The Power and the Glory,96702,[18],1.399267,10/6/1933,FALSE,en,5,5.4,76,0,0
Cover Girl,21622,"[35, 10402, 10749]",3.398596,3/30/1944,FALSE,en,17,6.4,107,0,0
This Is My Affair,147722,"[10749, 80, 18]",2.276223,5/28/1937,FALSE,en,3,7.7,100,0,0
